SEX ,BT ,SPINFINE ,yWool ,yearlingAGE ,AdultAge   ,Dag  ,CCov ,BDWR ,Pregnancy ,BCS ,Weight  ,DryWt ,Rain ,Temp ,AdultWool
2,2,23,3.9,299,370,1,4,1,0,3.3,46.1,1.68,2.1,13.38,7
2,2,13.4,4.8,458,368,2,3,1,0,2.5,37.6,0.66,1.42,9.01,5.1
1,1,16.3,3.2,323,375,5,2,2,1,2,36,2.17,2.52,8.19,4.6
2,1,15.9,3.5,467,371,1,5,3,1,2.5,36.6,0.72,1.49,9.77,4.6
2,2,13.5,2.4,299,373,1,2,2,1,4,58.1,1.8,2.54,8.43,4
2,1,15.6,2,375,279,2,3,2,1,3.5,50.5,0.93,1.58,6.09,2.2
2,1,21.8,2,326,372,1,3,2,0,3,30.6,0.96,2.13,9.32,3.9
2,2,17,4.4,440,371,1,4,4,1,2.7,41.1,0.89,1.14,7.35,5.5
2,1,17.7,3.6,314,414,2,3,3,1,2.7,29.5,1.59,1.09,8.54,7.6
2,2,28,4.65,312,369,1,4,2,1,4,57.9,2.47,3.12,10.22,5.452
2,1,17.6,5,422,359,2,2,2,0,2.5,50.4,1.91,1.57,9.96,4.4
2,3,17.7,3,284,353,1,2,2,2,3.5,52.7,2.39,2.98,10.05,6.1
2,1,17.8,5,417,359,3,2,2,1,2.5,52.8,1.91,1.57,9.96,3
2,2,23.2,2.6,296,376,3,3,1,2,4.5,65.7,1.78,2.59,8.48,3.6
2,2,14.4,2.2,283,353,1,2,1,2,3.5,52.3,2.39,2.98,10.05,4.85
2,1,17.3,2.5,288,379,1,2,1,1,3,41,0.99,1.09,11.11,5.3
2,1,18.8,4.6,287,379,1,2,3,2,2.5,53,0.99,1.09,11.11,9.9
2,1,16.1,3,394,270,1,2,2,1,3.5,38.4,0.96,1.18,6.14,3.4
2,1,16.6,3,297,373,3,3,4,2,3.5,53.6,1.8,2.54,8.43,6
2,2,17.9,3.8,310,364,2,4,3,1,3,41.6,1.15,0.98,11.57,7.7
2,2,15.5,2.3,375,280,3,3,2,0,3.5,48.5,0.93,1.58,6.09,2.4
2,2,18.5,3.4,307,364,2,3,3,1,3,39.2,1.15,0.98,11.57,7.6
2,1,26.7,4,307,354,1,2,1,1,4,49.8,0.86,1.53,13.78,5.5
2,2,25.2,3.8,461,368,2,2,2,0,2.5,39.4,0.66,1.42,9.01,4.9
1,1,14.9,2.9,351,346,4,4,3,2,3,45.7,1.32,1.84,8.56,4.6
2,2,16.6,1.7,318,375,1,4,2,1,3,43.1,0.72,2.6,8.92,4.2
1,2,16.2,3.8,306,388,1,4,2,2,3.5,48.6,1.02,0.84,11.96,9
2,1,16.6,3,298,373,1,2,2,1,4.5,64.9,1.8,2.54,8.43,5.8
2,2,17.1,3.8,308,364,2,5,3,2,2.5,36.6,1.15,0.98,11.57,6.7
2,2,23,2.2,324,371,2,2,2,1,3,28.4,2.15,2.51,8.28,3.7
1,1,14.9,3.45,400,357,2,4,1,1,3,69.1,0.97,1.41,7.21,4.1
2,2,27.2,4.3,303,370,1,3,1,1,3.7,54.9,1.68,2.1,13.38,6.1
2,2,25,2.6,324,371,5,3,2,2,3,32.8,2.15,2.51,8.28,3.6
1,2,15.6,4.3,360,299,1,2,2,1,3,46.1,1.61,1.19,10.43,5.6
2,2,23.2,3.6,308,387,2,4,1,2,4,45.9,1.02,0.82,11.95,6.5
2,1,18,3.6,421,359,3,2,1,1,3,63,1.91,1.57,9.96,2.9
2,1,15.8,2.9,300,331,2,4,3,1,3.3,34,2.95,2.16,9.49,4.5
2,2,16,2.8,287,353,1,2,4,2,3.5,53.5,2.39,2.98,10.05,6.9
2,1,13.7,2.2,298,373,2,4,4,1,3.5,52.1,1.8,2.54,8.43,5.2
2,2,16.1,2.95,401,321,1,4,2,0,3,41.9,0.97,1.41,7.21,3
2,1,16.7,3.3,313,414,2,3,4,0,2.7,25.4,1.59,1.09,8.54,6
2,2,21.7,2.9,332,349,2,4,1,0,3,41.5,3.62,2.63,9.14,4.95
2,1,23.8,2.8,323,371,2,3,2,1,2.5,37,2.15,2.51,8.28,3.2
2,1,18.2,4.2,287,379,1,3,3,2,3,45,0.99,1.09,11.11,9.7
2,2,23.7,2.6,301,300,3,5,2,0,3.3,46.5,1.69,0.81,9.98,2.4
2,1,13.6,4.1,353,346,4,4,1,0,4,55.7,1.32,1.84,8.56,4.4
2,2,14.1,2.1,323,359,1,3,3,1,3.5,24.6,0.96,2.17,9.29,3
2,3,29.9,3.78,285,354,1,2,1,1,4,53,1.05,1.7,11.9,5.44
2,2,15,2,302,300,1,2,3,1,2.5,40.1,1.69,0.81,9.98,2.6
2,2,30.2,2.45,319,362,1,2,2,2,2.5,48.2,0.93,1.04,10.75,4.3114
2,2,17.5,5.1,460,368,2,4,2,2,3,44,0.66,1.42,9.01,4.7
2,2,15.7,3.8,397,280,2,2,4,1,3.5,52.1,0.93,1.58,6.15,3.9
2,2,16.5,4.7,421,372,1,1,3,0,3.5,47.8,1.89,1.22,9.11,5.5
2,2,19.9,3.82,328,349,5,5,3,0,2.5,27.2,1.18,1.52,10.82,5.832
2,2,17.9,5.9,462,368,2,3,1,0,4,53.8,0.66,1.42,9.01,4.4
2,2,15.7,2.7,305,354,3,4,2,2,3,34.8,0.86,1.53,13.78,6
2,3,21.3,3.48,276,374,1,2,2,2,3.5,40.4,1.76,2.76,11.06,6.4
2,2,17,3.3,296,365,1,4,3,2,3,54,0.81,1.84,14.3,8.4
2,1,16.9,2.1,319,375,2,4,3,1,3,44,0.72,2.6,8.92,4.2
2,2,24.5,3,376,273,1,2,1,2,4,42.6,0.96,1.18,6.14,3.4
2,2,15.1,3.08,326,350,3,3,3,2,2.5,32,1.18,1.54,10.82,5.066
2,1,19.7,4.5,299,370,2,4,3,1,3,43.9,1.68,2.17,13.4,8.1
2,2,31.8,2.8,290,380,1,2,2,0,3.5,55.5,0.99,1.09,11.11,5.8
2,1,17.5,3.1,435,371,5,4,2,1,2,39.4,0.89,1.14,7.35,4.9
1,2,15.7,4.4,298,366,1,4,3,2,2.5,52.8,0.81,1.84,14.3,8
2,2,13.6,2.46,324,349,1,4,4,0,2.5,19.8,1.18,1.52,10.82,5.054
2,2,19.2,3.8,289,379,1,3,1,2,3,48.5,0.99,1.09,11.11,7
2,3,16.9,2.17,279,374,1,2,2,1,4,39.2,1.76,2.76,11.06,5.3
2,1,16.6,2.5,298,300,2,4,1,1,3,42.9,1.69,0.81,9.98,2.2
2,2,19.6,5.3,341,348,1,3,3,0,3.5,46.5,1.42,1.05,11.78,6.6
1,2,14.2,2.2,362,299,1,2,2,1,2,39.4,1.61,1.19,10.43,3.5
2,1,14.1,2.8,295,373,1,2,3,1,3.5,51.7,1.8,2.54,8.43,4.6
1,2,16.8,4.6,332,374,2,4,4,0,3.5,54.1,1.51,1.63,11.56,8.4
2,2,18.7,3.2,395,279,3,2,2,1,3.5,51.3,0.93,1.58,6.09,3
2,1,15.1,2.4,307,365,2,4,3,1,2.5,40.1,2.46,3.13,10.22,4.584
2,2,16.7,2.2,300,373,1,2,2,2,3.5,52.9,1.8,2.54,8.43,4
2,1,27.8,4.2,422,359,1,1,1,1,3,57.2,1.91,1.57,9.96,4
2,1,16.9,2.7,398,279,2,2,4,2,3.5,53.6,0.93,1.58,6.09,3.1
2,2,26.2,3.2,442,371,1,4,1,0,3,41.6,0.89,1.14,7.35,4.5
2,1,15.7,5.2,303,352,1,3,3,2,3,54.4,1.53,2.27,12.85,7
2,1,15.5,3.3,394,279,2,2,2,1,3,43.5,0.93,1.58,6.09,3
2,1,18.1,4,330,374,2,4,3,2,3.5,53.1,1.51,1.63,11.56,6.1
1,1,18.7,7.1,459,219,2,5,3,2,2.5,51,1.49,0.84,8.76,3.1
2,3,17.7,2.1,301,300,1,2,3,0,3,42.5,1.69,0.81,9.98,2.4
2,2,16.6,4,299,365,1,3,3,0,3,56.2,0.81,1.84,14.3,7.4
2,2,22.9,2.4,372,273,2,3,2,2,3.5,35,0.96,1.18,6.14,2.8
2,1,15.1,2.8,395,273,1,2,3,0,3,32.4,0.96,1.18,6.14,3.3
2,2,18.6,3.7,329,374,2,4,3,1,3.5,51.6,1.51,1.63,11.56,6
2,3,25.2,3.4,463,368,3,2,2,0,2.5,53,0.66,1.42,9.01,3.8
1,2,17.3,3.5,283,379,1,3,3,2,2,46,0.99,1.09,11.11,7.4
2,1,17.8,3,300,373,3,5,3,1,3.5,51.9,1.8,2.54,8.43,5.6
2,2,16.2,3,353,346,2,5,2,1,3.5,49.9,1.32,1.84,8.56,4.5
2,1,18.3,7.3,465,366,2,5,1,2,3.5,74.8,1.49,0.84,8.76,4
2,2,23.9,2.6,305,300,5,4,2,0,3.3,46.5,1.69,0.81,9.98,2.3
2,2,25.4,3.9,288,361,2,3,1,2,3.5,44.6,1.29,1.54,11.22,5.99
2,1,15.3,2.7,338,351,1,4,2,1,3.5,34,2.1,2.15,8.28,3.8
2,2,23.2,4.5,314,369,1,3,2,1,4,57.7,2.47,3.12,10.22,4.902
2,2,16.7,2.8,325,356,2,3,1,0,3.7,54.5,3.59,2.56,9.11,4.25
2,1,17.2,3,397,273,1,2,2,1,3.5,50.3,0.93,1.58,6.04,2.8
2,3,20.1,2.7,302,331,4,4,3,1,3.3,34.5,2.95,2.16,9.49,3.8
2,1,16.7,3.57,283,353,2,3,3,2,3,42,1.05,1.7,11.9,6.81
2,1,16.3,3.3,324,375,5,3,3,1,2.5,35.6,2.17,2.52,8.19,5
2,3,20.1,2.7,303,388,2,4,2,1,3.5,32.8,1.02,0.84,11.96,6.6
2,1,17,3.45,328,356,2,4,4,1,3.3,47.1,3.59,2.56,9.11,5.35
2,1,15,2.5,300,300,2,4,3,0,2.7,40.8,1.69,0.81,9.98,2.9
2,3,17.6,3.6,330,374,3,5,3,2,3.5,53.3,1.51,1.63,11.56,5.6
2,2,16.4,3.78,284,353,2,4,2,0,4,47,1.05,1.7,11.9,6.48
1,2,19.3,4.2,459,368,2,4,2,2,2.5,41.2,0.66,1.42,9.01,5.4
2,2,15.7,4.7,422,372,1,1,2,0,3,41.2,1.89,1.22,9.11,4.7
2,2,17.8,4.5,438,371,1,4,2,1,2.5,40.1,0.89,1.14,7.35,5.3
2,2,15.8,1.3,323,360,1,5,2,1,3,19.6,0.96,2.13,9.32,2.9
2,1,23.5,2.6,336,359,1,2,2,1,3.5,49.5,0.71,2.56,8.67,3.8
1,1,15.7,3.1,350,346,4,4,1,1,3.5,53.7,1.32,1.84,8.56,4.05
1,1,15.5,2.3,320,375,3,3,4,0,2,27.4,2.17,2.52,8.19,3.8
1,2,16.1,2.8,304,364,4,4,2,2,2.5,37.6,1.15,0.98,11.57,6.1
1,1,15.2,4,366,355,2,4,3,2,2,46,1.34,1.83,8.27,5.45
2,1,15.3,3.78,322,366,1,5,3,0,3,23.6,0.99,1.07,10.15,6.26
1,2,15.2,4.5,465,219,1,5,1,1,2.5,47.4,1.49,0.84,8.76,2.1
2,1,16.2,3.3,307,364,2,5,5,1,2.5,31.4,1.15,0.98,11.57,7.2
2,3,24.2,3.49,285,354,2,1,1,0,4,55,1.05,1.7,11.9,6.74
2,3,26,3.1,440,371,1,4,1,0,3,41.6,0.89,1.14,7.35,4.9
2,1,13.8,1.5,325,360,1,4,2,1,3,24.2,0.96,2.13,9.32,3.2
2,1,26.4,4.2,423,372,1,1,1,1,3,54.6,1.89,1.22,9.11,3.6
2,2,15.3,3.2,465,371,4,4,2,1,2.5,34.6,0.72,1.49,9.77,4
2,1,14.8,2.3,327,359,1,4,2,1,3,22.2,0.96,2.17,9.29,3.5
2,2,18.9,5.2,418,359,1,1,3,0,2.5,49.6,1.91,1.57,9.96,4.1
2,2,17.7,3.2,299,366,1,4,1,0,3,41.4,0.81,1.84,14.3,5.6
2,2,16.5,3.8,306,352,1,3,2,2,3,48,1.53,2.27,12.85,6.3
2,1,14.4,1.6,322,360,1,4,3,1,3.5,20.2,0.96,2.13,9.32,2.7
2,1,23.1,2.6,371,273,1,2,2,2,3.5,35.8,0.96,1.18,6.14,3.5
2,1,18,5.4,471,363,1,4,1,2,2.5,48.8,1.67,1.09,9.02,4.4
2,2,18.5,4.8,423,359,3,2,2,1,2.5,51.2,1.91,1.57,9.96,5
2,4,16.3,3.8,339,348,2,3,2,1,3,40,1.42,1.05,11.78,6.2
2,1,15.7,3,394,274,3,2,3,1,3,44.3,0.93,1.58,6.09,2.9
2,1,14.2,2.4,320,375,1,4,2,1,3,43.1,0.72,2.6,8.92,5.2
2,2,14.6,2.3,317,375,2,3,3,1,4,59.3,0.72,2.6,8.92,3.8
2,1,18.4,2.8,332,359,2,3,2,1,3.5,49.7,0.71,2.56,8.67,4.4
2,1,18.6,5,468,363,4,4,2,1,2.5,41.6,1.67,1.09,9.02,4.2
2,2,14.8,5.4,466,368,2,3,1,1,3,51.2,0.66,1.42,9.01,4.4
2,1,14.3,2.6,374,270,1,2,2,2,2.5,35.6,0.96,1.18,6.14,2.7
2,1,18.2,2.6,336,351,1,4,2,1,3,29.2,2.1,2.15,8.28,4.1
2,1,16,3,394,273,1,2,3,0,3.5,40.2,0.96,1.18,6.14,2.7
2,2,18.3,4.1,465,366,1,5,1,0,2.5,42.6,1.49,0.84,8.76,3.2
1,2,18.6,7.2,463,219,1,5,1,1,3.5,62.2,1.49,0.84,8.76,2.7
2,1,23.2,1.8,326,372,1,2,2,0,2.5,22.4,0.96,2.13,9.32,3.8
2,1,18.1,3.39,282,353,2,3,2,1,3,40,1.05,1.7,11.9,6.61
1,2,18.1,3.8,361,299,1,2,2,1,3,46.1,1.61,1.19,10.43,5.9
1,2,13.7,2.3,299,388,1,4,2,2,3,35.5,1.02,0.84,11.96,6.3
2,1,23,3.05,373,355,2,4,2,0,4,55.9,1.34,1.83,8.27,5.25
2,2,16.7,4.5,423,372,1,1,1,0,3,44,1.89,1.22,9.11,4.3
2,1,21.7,2.5,392,274,4,4,1,1,4,57.5,0.93,1.58,6.15,2.8
2,1,20.2,3.37,285,354,1,2,2,1,4,56,1.05,1.7,11.9,5.37
2,1,22.3,4.8,464,366,1,4,1,1,3,50,1.49,0.84,8.76,3
2,3,18,3.3,281,353,1,3,2,2,3.5,52.7,2.39,2.98,10.05,6
1,3,17.7,2.3,325,368,2,4,2,2,3,33.5,1.02,1.06,12.3,5.8
2,1,15.2,2.89,318,362,1,4,2,0,4,40,0.93,1.04,10.75,6.579
2,1,18.2,5.8,291,362,2,4,3,0,3.5,37.1,1.29,1.54,11.22,11.44
2,2,17.1,2.2,394,279,1,2,2,1,3,43.3,0.93,1.58,6.04,2.8
2,1,14.2,5.9,475,363,3,4,1,0,3,57.2,1.67,1.09,9.02,5.4
2,2,24.2,3.56,311,369,1,3,1,1,4,56.5,2.47,3.12,10.22,4.601
2,2,16.5,2.8,325,356,2,4,3,1,3,44,3.59,2.56,9.11,5.2
1,1,17.2,4.82,287,353,4,4,3,2,3,46,1.05,1.7,11.9,8.18
2,2,21.4,1.8,323,372,1,3,1,0,3,41.5,0.96,2.13,9.32,4.1
1,2,14.8,4.3,456,368,3,3,2,1,2.5,34.2,0.66,1.42,9.01,4.4
2,1,16.9,4.15,406,321,1,5,1,1,3.7,55.1,0.97,1.41,7.21,3.35
2,1,16.2,5.4,417,359,1,1,1,1,2.5,54.4,1.91,1.57,9.96,4.5
2,1,15.7,3.75,405,321,4,3,2,1,3.7,55.3,0.97,1.41,7.21,3.8
2,2,15.2,4.2,296,370,3,3,2,2,3.5,52.5,1.68,2.17,13.4,6.2
2,2,14.5,2.7,366,355,2,2,3,1,3.5,30,1.34,1.83,8.27,2.55
2,2,14.5,2.93,324,349,2,4,4,1,2,25.1,1.18,1.52,10.82,6.033
2,1,25.2,2.5,376,274,3,3,2,1,4,58.7,0.93,1.58,6.15,2.7
2,2,18.9,4.35,333,349,2,4,1,0,3,41.5,3.62,2.63,9.14,5.95
2,1,15.3,2.7,325,356,1,4,2,1,3.3,46.9,3.59,2.56,9.11,4.15
1,1,15.6,4,306,364,1,4,4,1,3,45.2,1.15,0.98,11.57,7.4
2,2,19.6,4.6,417,359,2,2,1,1,2.5,52.6,1.91,1.57,9.96,3.9
2,1,17.7,6.2,471,363,1,4,3,1,2.5,37.4,1.67,1.09,9.02,5.6
1,1,16.6,4.1,289,379,1,3,2,1,3,48,0.99,1.09,11.11,8.4
2,1,16.4,3.6,325,356,4,4,3,1,3.5,51.7,3.59,2.56,9.11,5.85
2,2,25.9,4.2,428,372,1,4,1,2,3,52,1.89,1.22,9.11,3.4
2,2,19.1,3.68,287,354,2,2,2,0,3.5,52,1.05,1.7,11.9,6.22
2,2,15.7,2.05,319,366,1,5,3,0,3,18.4,0.99,1.07,10.15,4.03
2,2,23.5,4.38,317,365,2,4,1,1,3.5,49.1,1.9,2.2,10.06,5.5934
1,1,14.2,2.8,334,352,2,4,3,2,3,32.4,2.1,2.15,8.28,4.2
2,2,18.1,3.6,332,374,2,4,3,2,3.5,53.1,1.51,1.63,11.56,6.5
2,2,18.3,4.9,426,372,1,5,2,0,3,43,1.89,1.22,9.11,4.7
2,2,18.5,5.2,460,368,3,3,2,1,3,48.2,0.66,1.42,9.01,5
2,2,17,4.1,308,352,2,4,3,0,2.5,45.6,1.53,2.27,12.85,6.3
2,2,23.6,3.9,293,380,1,3,2,2,3.5,53,0.99,1.09,11.11,7.3
2,2,15.2,2.78,324,366,1,5,2,1,3,25.2,0.99,1.07,10.15,5.62
2,1,19.5,3.85,372,355,2,3,3,0,3.5,48.6,1.34,1.83,8.27,3.7
1,1,15.4,3.2,404,357,5,3,1,3,3,68.3,0.97,1.41,7.21,5.5
2,2,30.7,4.1,427,372,1,5,2,2,3,53.4,1.89,1.22,9.11,3.6
2,2,15.9,1.9,335,351,2,2,2,1,3,27,2.1,2.15,8.28,2.8
2,1,17.2,4.5,469,363,1,4,1,1,2.5,41.6,1.67,1.09,9.02,5
2,1,22.1,2.4,421,359,2,2,1,1,3,63.6,1.91,1.57,9.96,2
2,2,19.3,5.4,462,368,2,3,1,0,2.5,36.4,0.66,1.42,9.01,4
1,1,15.6,1.7,334,352,1,2,2,1,3,31.2,2.1,2.15,8.28,3.3
1,2,18.4,3.8,300,370,2,3,3,2,3,45.7,1.68,2.1,13.38,9.8
2,1,17.2,4,327,369,3,4,3,1,2,36,1.02,1.06,12.3,8.2
2,1,15.8,3.4,324,366,1,5,4,2,3,24.8,0.99,1.07,10.15,4.55
2,2,16.6,4.9,471,363,1,4,2,1,2.5,38.6,1.67,1.09,9.02,6.2
2,3,27.9,2.8,289,380,1,2,1,0,3.5,52,0.99,1.09,11.11,5.4
2,2,15.1,2.84,321,366,1,5,4,1,3,21.1,0.99,1.07,10.15,5.81
2,2,17.9,5.2,307,354,2,4,3,2,3.5,48.4,0.86,1.53,13.78,9.8
2,2,21,1.6,330,361,2,4,1,0,2.5,27.2,2.15,2.23,8.8,3.1
2,1,15.1,2.9,326,375,5,3,3,1,2,31.2,2.17,2.52,8.19,4.6
2,2,18.1,2.87,278,374,1,5,3,1,3.5,43.2,1.76,2.76,11.06,5.4
2,2,26.2,3.4,323,343,2,3,1,0,3,41.7,1.98,1.28,9.8,5
2,1,13.8,2.2,323,359,1,4,3,1,3.5,20.8,0.96,2.17,9.29,4.4
1,1,15.9,3.4,366,355,2,4,2,2,2,35.8,1.34,1.83,8.27,4.6
2,1,17.2,2.3,372,279,4,4,3,2,3.5,53.5,0.93,1.58,6.09,2.8
2,2,22.3,3.9,426,372,1,1,1,0,3,50.2,1.89,1.22,9.11,4.2
2,1,16.4,3,397,270,1,2,1,1,3.5,39,0.96,1.18,6.14,3.3
2,2,15.8,3.5,462,371,3,4,4,1,2.5,37.4,0.72,1.49,9.77,5
2,1,15.3,2.2,376,274,2,3,2,1,3.5,50.5,0.93,1.58,6.09,2.2
2,1,16.8,4.8,422,359,1,1,1,1,2.5,58,1.91,1.57,9.96,4.2
1,2,15.2,3.7,306,354,2,3,2,1,3.5,54.8,0.86,1.53,13.78,7.7
2,2,14.6,1.7,323,372,1,4,2,0,3,25.4,0.96,2.13,9.32,3.4
2,1,26.6,3.5,397,274,1,2,1,1,3.5,49.1,0.93,1.58,6.15,3.1
2,1,15.8,2.8,371,270,1,2,3,1,3.5,38.8,0.96,1.18,6.14,2.8
1,2,15.4,2.8,326,369,3,4,1,1,2.5,32,1.02,1.06,12.3,7.5
2,1,17.3,2.1,320,375,2,3,2,1,4.5,64.7,0.72,2.6,8.92,5.2
2,1,16.2,2.8,297,373,1,2,3,2,4,62.1,1.8,2.54,8.43,4.6
1,2,15.7,5.3,297,366,1,4,3,2,2.7,54.4,0.81,1.84,14.3,9.8
2,2,24.7,3.92,317,365,1,2,1,1,3.5,49.1,1.9,2.2,10.06,5.7849
2,2,18.5,5.2,460,368,2,2,4,0,3,45.2,0.66,1.42,9.01,3.4
2,1,15.8,2.5,332,359,3,3,2,0,4,55.9,0.71,2.56,8.67,4.4
2,1,17.9,6.4,303,352,1,4,4,1,3,58.2,1.53,2.27,12.85,6.5
2,2,24.1,5.2,342,348,1,4,2,2,3,51,1.42,1.05,11.78,6.2
2,3,16.9,2.7,303,300,2,4,2,1,3,43.3,1.69,0.81,9.98,2.6
2,2,15.4,2.5,307,364,2,4,2,2,3,34.8,1.15,0.98,11.57,5.5
2,2,17.9,5,457,368,1,3,2,0,2.5,37.8,0.66,1.42,9.01,4.7
2,2,20.4,2.92,323,367,1,5,1,2,3,38.9,0.99,1.07,10.15,3.83
2,1,15.4,2.9,367,355,1,4,3,1,3.3,37.8,1.34,1.83,8.27,3.95
2,2,17.3,2.2,370,279,5,4,2,2,3,45.1,0.93,1.58,6.09,2.6
2,2,17.3,2.85,329,356,3,4,3,1,3.5,51.6,3.59,2.56,9.11,4.9
2,2,24.6,3.5,425,372,1,1,1,2,3,44.5,1.89,1.22,9.11,3.8
2,3,21.3,4.4,463,368,2,3,1,1,3,39,0.66,1.42,9.01,4.5
2,1,16.2,3.2,395,270,1,2,2,1,3,35.6,0.96,1.18,6.14,3.4
2,2,17.5,3.7,330,374,3,4,3,2,3.5,53.1,1.51,1.63,11.56,6.5
2,1,14.6,3.33,325,349,2,4,4,0,2,25,1.18,1.52,10.82,4.598
2,2,24.6,2.7,396,274,2,2,1,0,3.5,47.9,0.93,1.58,6.15,2.6
2,2,16.7,4.2,417,359,2,2,1,0,3,58.2,1.91,1.57,9.96,3.6
1,1,15.6,5.6,466,219,2,5,1,1,3,51.8,1.49,0.84,8.76,2.1
2,1,15.8,3,340,348,1,4,2,1,3,30.6,1.42,1.05,11.78,4.8
2,2,16.4,2.96,327,350,2,2,4,0,2,24.4,1.18,1.54,10.82,5.375
2,3,25.4,2.9,301,331,2,4,2,0,3.7,45.5,2.95,2.16,9.49,3.7
2,2,15.5,4.09,284,353,3,3,2,1,3,45,1.05,1.7,11.9,7.13
2,2,15.3,2.6,394,273,1,2,2,1,3.5,34.2,0.96,1.18,6.14,4
2,2,14.6,1.8,374,273,1,2,2,0,2.5,29.2,0.96,1.18,6.14,3.2
2,2,25,5.1,345,348,1,3,1,1,4.5,52.5,1.42,1.05,11.78,5.2
2,1,16.7,2.8,394,279,2,2,2,1,3,43.5,0.93,1.58,6.04,2.7
2,2,14,1.5,327,359,1,4,2,1,3,21,0.96,2.17,9.29,2.5
2,2,15.2,4.68,314,370,1,2,4,2,3.5,53.5,1.91,2.19,10.11,7.439
2,2,14.9,2.1,302,300,2,4,2,1,3.3,47.1,1.69,0.81,9.98,2.3
2,2,23.1,4.56,287,354,1,4,2,0,3.5,52,1.05,1.7,11.9,6.45
2,1,21.5,2.8,398,273,1,2,2,1,4,41.2,0.96,1.18,6.14,2.9
2,2,14.9,2.64,318,366,1,5,3,1,3.5,22.8,0.99,1.07,10.15,5.25
2,2,16.3,2.2,390,279,2,2,2,0,3,42.1,0.93,1.58,6.09,2.9
2,2,17.4,2.1,322,375,1,3,2,2,4,61.3,0.72,2.6,8.92,4.2
2,2,14.7,1.4,372,273,1,2,2,1,2.5,24,0.96,1.18,6.14,3.3
2,1,12.8,5.3,459,368,3,4,3,0,2.5,42.6,0.66,1.42,9.01,4.6
2,2,24.3,2.7,305,300,4,4,2,1,3,43.7,1.69,0.81,9.98,2.4
2,2,22.3,2.9,323,371,2,3,3,2,3,34.8,2.15,2.51,8.28,4.3
1,2,16.3,4.2,304,354,2,4,2,2,3.5,46,0.86,1.53,13.78,9.7
2,2,15.8,4.6,476,371,2,4,3,0,2.5,38,0.72,1.49,9.77,6
2,1,19.7,5,420,359,2,2,1,1,2.5,56,1.91,1.57,9.96,3.8
2,1,15.1,3.2,391,273,1,2,3,1,2.5,39.6,0.96,1.18,6.14,3.4
2,1,13.9,2,297,373,1,2,3,2,4,61.9,1.8,2.54,8.43,4
2,1,16.9,3.2,398,278,1,2,3,0,3,42.6,0.93,1.58,6.04,3.2
2,1,16,3.6,320,343,3,5,4,1,2.5,40.1,1.98,1.28,9.8,5.8
1,2,15.6,4,293,362,1,3,2,1,4,47.2,1.29,1.54,11.22,6.63
2,1,16.6,3.7,288,379,1,4,3,0,2.5,37,0.99,1.09,11.11,8
2,1,18.5,3.5,314,414,2,4,3,2,2.7,36.6,1.59,1.09,8.54,6.5
2,2,26.7,4.2,340,348,1,4,1,2,4.5,51.5,1.42,1.05,11.78,4.4
2,2,15.6,3.2,417,359,1,1,1,1,2.5,47.8,1.91,1.57,9.96,3.3
2,2,18.1,3.6,436,371,1,4,3,1,2.5,40.1,0.89,1.14,7.35,5.2
2,2,22.7,2,304,300,2,4,2,0,3.3,46.5,1.69,0.81,9.98,1.8
2,1,18.1,4,418,359,1,1,1,1,2.5,58.6,1.91,1.57,9.96,3.5
2,1,19.9,3,372,273,1,2,3,2,3,36.6,0.96,1.18,6.14,3.9
2,3,16.5,2.3,378,280,2,2,2,1,3.5,50.7,0.93,1.58,6.09,3.2
1,1,15.8,6.4,461,219,2,5,1,1,2.5,50.8,1.49,0.84,8.76,3.2
1,2,17.6,4.4,363,299,1,2,2,1,3,46.1,1.61,1.19,10.43,5
2,3,24.3,3.27,288,354,2,1,1,0,3.5,51,1.05,1.7,11.9,5.44
2,2,16.4,2.39,322,366,1,5,2,1,3,27,0.99,1.07,10.15,4.99
2,1,17.7,4.1,466,371,2,5,2,1,2.5,38.2,0.72,1.49,9.77,5.8
2,2,15.8,3.5,341,349,2,4,4,1,2.5,36.8,1.43,1.08,11.78,8.3
2,2,20.3,1.1,325,361,4,3,1,0,2.5,27,2.15,2.23,8.8,2.8
2,1,16.9,4.2,281,353,3,3,3,1,4,50,1.05,1.7,11.9,6.14
2,1,20.4,3.5,396,274,2,2,1,1,3.5,49.3,0.93,1.58,6.15,3.1
2,2,15.6,2.6,396,279,2,2,2,1,3,43.6,0.93,1.58,6.04,2.8
2,2,16.6,3.4,289,379,1,4,3,1,3,39,0.99,1.09,11.11,7.8
1,2,19,3.8,361,299,1,2,2,1,3.5,54.3,1.61,1.19,10.43,5.4
2,2,19.9,1.7,326,372,1,2,1,0,2.5,20.4,0.96,2.13,9.32,2.4
2,1,21.2,5.6,463,366,1,5,1,0,2.5,45.6,1.49,0.84,8.76,4.5
2,2,22.9,4.1,406,321,3,2,1,1,3.7,54.9,0.97,1.41,7.21,4.05
2,1,12.8,5.1,464,368,2,3,1,1,4,55,0.66,1.42,9.01,4.6
2,2,16.4,3.56,328,349,3,4,4,0,2,25.3,1.18,1.52,10.82,6.194
2,1,17.7,4,424,359,1,1,1,1,2.5,53.4,1.91,1.57,9.96,3.5
2,2,26.2,4.6,428,359,2,1,1,0,3,60,1.91,1.57,9.96,4
2,1,25.4,4,316,415,2,2,1,0,2.5,46,1.6,1.09,8.52,5.4
